3, 2, 64811, 3.0219589999997964
3, 2, 64811, 2.7835830000029205
3, 2, 64811, 2.8839169999983483
3, 2, 64811, 4.136209000002111
3, 3, 64811, 3.652042000000577
3, 3, 64811, 3.3375830000004214
3, 3, 64811, 3.3388750000042933
3, 3, 64811, 6.284458000003212
5, 2, 64811, 4.111416999997175
5, 2, 64811, 3.9386660000033658
5, 2, 64811, 2.7858329999972398
5, 2, 64811, 8.16220800000167
5, 3, 64811, 3.2804160000026172
5, 3, 64811, 4.255915999998194
5, 3, 64811, 2.8452920000034965
5, 3, 64811, 4.52529200001095
